staging_id,name_raw,region,previous_classification,category_evidence_type,new_category_decision,cross_ministry_decision,new_classification,reason
2c29d228-e387-4db1-a855-7425c05e6a96,ECOLE PRIVEE FONDATION JEUGEUVOU FOWANG DE BAFOUSSAM,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
265476d2-d4fe-4e6d-adc7-39cabdc01fa8,ECOLE PRIVEE DE FORMATION DES PERSONNELS DE SANTE FONDATION SAINT MAURICE DE BAFOUSSAM,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
7517d1df-be2c-4b4e-bb15-fc4548735739,ECOLE DES METIERS DE LA SANTE DE BAMOUGOUM,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
68c3cd5b-de66-4f3c-9c3c-fdbdaad7f54c,COMPLEXE DE FORMATION DES PERSONNELS DE SANTE � ROIS MAGES � COFPSAROMA DE BALENG,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
3c04b5c8-4a6d-4ad8-b625-bda87186c800,COMPLEXE PRIVE DE FORMATION DU PERSONNEL DE LA SANTE DE MBOUO BANDJOUN,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
8bf90bbd-3520-4f16-8cd7-e708892473bd,COMPLEXE PRIVE DE FORMATION DU PERSONNEL MEDICO-SANITAIRE DE MBOUDA,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
92c96f6f-bf11-4de7-b9cf-44f2be0564b4,ECOLE DES PROFESSIONNELS DE LA SANTE LES ETOILES DE BAFOUSSAM,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
5f99f3be-fd64-4d9a-a8fd-709d9e4f0821,"ECOLE PRIVEE DE FORMATION DES PERSONNELS SANITAIRES ""SAINT JOSEPH"" DE BAFOUSSAM",Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
0e0202b8-3175-4db9-890d-0294057239a1,ECOLE PRIVEE DE FORMATION DU PERSONNEL DE LA SANTE DE BAFOUSSAM,Ouest,CATEGORY_REVIEW,INSUFFICIENT_EVIDENCE,CATEGORY_REVIEW,DISTINCT,CATEGORY_REVIEW,"Aucun mot de niveau explicite dans le titre officiel, aucune désignation de cycle/diplôme reconnue dans le titre, aucune corroboration officielle Tier 1/2 vérifiable trouvée par la recherche ciblée MINSANTE-F (voir RESEARCH_NOTES pour la trace des routes A-K tentées). CATEGORY_REVIEW maintenu — §13 : jamais une catégorie devinée par popularité, branding, ou apparence du nom."
bbf4f625-3574-4bfa-b17a-278282b3bb6f,INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM,Ouest,CATEGORY_REVIEW,OFFICIAL_GROUP_SITE_EXPLICIT_TECHNICIAN_CYCLE_DESIGNATION,AUTRES_CONFIRMED,DISTINCT,CLEAN_APPROVABLE,"Catégorie résolue (AUTRES_CONFIRMED) par corroboration officielle vérifiée directement ce sprint. Aucun signal de doublon live, aucun signal frontière inter-ministérielle bloquant. Site institutionnel officiel du groupe parent (iu-pointe.fr — ""Institut Universitaire de la Pointe"", récupéré directement ce sprint, contenu vérifié à deux reprises via des pages distinctes) : ISTMS (""Institut des Sciences et Techniques Médico-Sanitaires"") figure explicitement dans l'annuaire des 6 écoles constitutives du groupe (ESGIT, INSSAS, ESJEC, ESSIT, ISTPM, ISTMS), désigné nommément ""Médico-sanitaires / TMS"" — TMS = ""Technicien Médico-Sanitaire"", cycle non-supérieur reconnu (entrée baccalauréat scientifique ou équivalent GCE A-Level, jamais un diplôme d'enseignement supérieur), corroboré indépendamment par 3 sources externes distinctes décrivant la signification standard du sigle TMS dans le système MINSANTE camerounais (istag-institut.info, fvhenderson.com, isstmadd.net — établissements MINSANTE sans rapport, utilisés uniquement pour corroborer la SIGNIFICATION du sigle, jamais comme preuve d'identité). Aucun mot 'supérieur'/'université'/'faculté' appliqué nommément à ISTMS sur le site du groupe — la page d'accueil mentionne des cycles supérieurs (BTS/Licence/Master/Ingénieur) mais ceux-ci se rapportent aux AUTRES écoles du groupe (ESGIT/ESJEC/ESSIT), pas à ISTMS. Recoupement négatif indépendant : le registre officiel des IPES autorisés MINESUP (minesup.gov.cm/index.php/region-de-louest/, reconsulté directement ce sprint) ne liste toujours PAS ISTMS comme entité distincte autorisée — seul INSSAS y figure — cohérent avec une conclusion AUTRES (formation technique MINSANTE), pas SUPERIEUR. Identité confirmée : acronyme ISTMS identique, nom complet identique (""Institut des Sciences et Techniques Médico-Sanitaires""), même ville (Bafoussam, campus Ndiandam/Kouogouo/Bamendzi III), même secteur (médico-sanitaire) que la ligne staging ""INSTITUT DES SCIENCES ET TECHNIQUES MEDICO-SANITAIRES DE BAFOUSSAM"". Preuve classée Tier 2 (PROBABLE_TIER_2) — pas Tier 1 : aucune référence légale/ministérielle (arrêté/décision/décret) explicite trouvée sur la page elle-même, seule la désignation de cycle fait autorité ici."
